,Bundesland,"2021
Allgemeine Deckungsmittel (Euro je Einwohner:in)",GKZ,ARS,"2021
Anteil ab 65-Jährige (%)",Kommune,"2021
Verschuldung im Kernhaushalt (Euro je Einwohner:in)","2021
Haushalte mit niedrigem Einkommen (%)","2021
Allgemeine Deckungsmittel (Euro je Einwohner:in)_normalized","2021
Anteil ab 65-Jährige (%)_normalized","2021
Verschuldung im Kernhaushalt (Euro je Einwohner:in)_normalized","2021
Haushalte mit niedrigem Einkommen (%)_normalized",socio_economic_index
142,Sachsen-Anhalt,1.485,15087000,150870000000,31.0,"Mansfeld-Südharz, LK",1.735,54.2,0.3409873708381171,0.9779179810725551,0.0017578520770010133,1.0,1.638688462311439
143,Hessen,3.688,6534000,65340000000,20.299999999999997,"Marburg-Biedenkopf, LK",1.449,45.5,0.8468427095292766,0.640378548895899,0.0014680851063829789,0.8394833948339483,0.6344873193069537
144,Nordrhein-Westfalen,1.997,5962000,59620000000,22.7,"Märkischer Kreis, LK",2.219,39.6,0.45855338691159586,0.7160883280757097,0.00224822695035461,0.7306273062730627,0.990410474387531
145,Brandenburg,1.734,12064000,120640000000,25.0,"Märkisch-Oderland, LK",539.0,46.4,0.39816303099885186,0.7886435331230284,0.5460992907801419,0.8560885608856088,1.792668353789927
146,Rheinland-Pfalz,1.679,7137000,71370000000,22.9,"Mayen-Koblenz, LK",2.247,39.4,0.38553386911595866,0.7223974763406938,0.002276595744680851,0.7269372693726937,1.0660774723421096
147,Mecklenburg-Vorpommern,1.745,13071000,130710000000,27.700000000000003,"Mecklenburgische Seenplatte, LK",876.0,52.5,0.4006888633754305,0.8738170347003155,0.8875379939209727,0.9686346863468634,2.329300851592721
148,Sachsen,1.637,14627000,146270000000,28.4,"Meißen, LK",469.0,51.1,0.3758897818599311,0.8958990536277601,0.475177304964539,0.9428044280442804,1.9379910047766484
149,Saarland,1.592,10042000,100420000000,23.9,"Merzig-Wadern, LK",1.728,43.0,0.365556831228473,0.753943217665615,0.0017507598784194528,0.7933579335793357,1.1834950798948973
150,Nordrhein-Westfalen,2.514,5158000,51580000000,24.1,"Mettmann, LK",1.686,33.3,0.5772675086107921,0.7602523659305993,0.001708206686930091,0.614391143911439,0.7990842079181761
151,Bayern,2.198,9182000,91820000000,22.9,"Miesbach, LK",2.036,31.0,0.504707233065442,0.7223974763406938,0.0020628166160081055,0.5719557195571956,0.7917087794484557
152,Bayern,1.858,9676000,96760000000,22.4,"Miltenberg, LK",779.0,36.6,0.4266360505166475,0.7066246056782334,0.7892603850050659,0.6752767527675276,1.7445256929341793
153,Nordrhein-Westfalen,2.106,5770000,57700000000,22.5,"Minden-Lübbecke, LK",1.025,42.5,0.48358208955223875,0.7097791798107255,0.0010385005065856128,0.7841328413284132,1.0113684320934857
154,Sachsen,1.575,14522000,145220000000,29.0,"Mittelsachsen, LK",370.0,51.3,0.36165327210103326,0.9148264984227128,0.37487335359675783,0.9464944649446494,1.8745410448630868
155,Bayern,1.925,9183000,91830000000,20.3,"Mühldorf am Inn, LK",911.0,36.8,0.4420206659012629,0.6403785488958991,0.922998986828774,0.6789667896678966,1.800323659491307
156,Bayern,4.128,9184000,91840000000,20.8,"München, LK",1.059,22.8,0.9478760045924224,0.6561514195583595,0.0010729483282674772,0.4206642066420664,0.13001256993627108
157,Baden-Württemberg,1.799,8225000,82250000000,22.6,"Neckar-Odenwald-Kreis, LK",829.0,39.1,0.4130884041331802,0.7129337539432177,0.839918946301925,0.7214022140221402,1.861166510134103
158,Bayern,1.839,9185000,91850000000,19.8,"Neuburg-Schrobenhausen, LK",1.07,35.1,0.4222732491389207,0.6246056782334385,0.0010840932117527863,0.6476014760147601,0.8510179983210306
159,Bayern,1.836,9373000,93730000000,19.9,"Neumarkt in der Oberpfalz, LK",360.0,39.3,0.4215843857634902,0.6277602523659305,0.364741641337386,0.7250922509225092,1.2960097588623356
160,Saarland,1.827,10043000,100430000000,25.2,"Neunkirchen, LK",2.029,45.0,0.4195177956371986,0.7949526813880126,0.002055724417426545,0.8302583025830258,1.2077489127512666
161,Bayern,1.807,9575000,95750000000,21.6,"Neustadt an der Aisch-Bad Windsheim, LK",723.0,40.4,0.4149253731343283,0.6813880126182965,0.7325227963525835,0.7453874538745386,1.7443728897110906
162,Bayern,1.942,9374000,93740000000,21.7,"Neustadt an der Waldnaab, LK",556.0,42.0,0.4459242250287026,0.6845425867507886,0.563323201621074,0.7749077490774907,1.5768493124206509
163,Bayern,1.92,9775000,97750000000,20.7,"Neu-Ulm, LK",465.0,34.9,0.4408725602755453,0.6529968454258674,0.47112462006079026,0.6439114391143911,1.3271603443255038
164,Rheinland-Pfalz,2.109,7138000,71380000000,22.9,"Neuwied, LK",1.998,40.0,0.4842709529276693,0.7223974763406938,0.0020243161094224923,0.7380073800738007,0.9781582195962476
165,Niedersachsen,1.773,3256000,32560000000,22.9,"Nienburg (Weser), LK",1.328,44.9,0.40711825487944886,0.7223974763406938,0.0013454913880445796,0.8284132841328412,1.145037996982131
166,Schleswig-Holstein,2.225,1054000,10540000000,24.9,"Nordfriesland, LK",1.915,46.7,0.5109070034443168,0.7854889589905362,0.0019402228976697063,0.8616236162361623,1.1381457946800515
167,Thüringen,1.933,16062000,160620000000,27.9,"Nordhausen, LK",870.0,53.1,0.443857634902411,0.8801261829652995,0.8814589665653495,0.9797047970479704,2.2974323116762085
168,Sachsen,1.621,14730000,147300000000,26.700000000000003,"Nordsachsen, LK",1.17,50.3,0.37221584385763484,0.8422712933753943,0.0011854103343465045,0.9280442804428043,1.3992851402949102
169,Mecklenburg-Vorpommern,1.712,13074000,130740000000,25.1,"Nordwestmecklenburg, LK",1.256,51.9,0.39311136624569454,0.7917981072555205,0.0012725430597771024,0.9575645756457564,1.3575238597153594
170,Niedersachsen,1.785,3155000,31550000000,26.2,"Northeim, LK",1.312,45.0,0.409873708381171,0.8264984227129336,0.0013292806484295847,0.8302583025830258,1.248212297563218
171,Bayern,1.881,9574000,95740000000,23.0,"Nürnberger Land, LK",735.0,32.1,0.4319173363949483,0.725552050473186,0.7446808510638298,0.5922509225092251,1.6305664876512926
172,Bayern,1.925,9780000,97800000000,23.2,"Oberallgäu, LK",1.262,40.3,0.4420206659012629,0.7318611987381702,0.0012786220871327254,0.7435424354243542,1.0346615903483942
173,Nordrhein-Westfalen,2.0,5374000,53740000000,22.0,"Oberbergischer Kreis, LK",3.176,40.1,0.45924225028702637,0.6940063091482649,0.003217831813576495,0.7398523985239852,0.9778342891988001
174,Brandenburg,1.868,12065000,120650000000,23.8,"Oberhavel, LK",127.0,45.3,0.42893226176808263,0.750788643533123,0.1286727456940223,0.8357933579335792,1.2863224853926418
175,Brandenburg,1.822,12066000,120660000000,29.799999999999997,"Oberspreewald-Lausitz, LK",464.0,47.8,0.41836969001148105,0.9400630914826497,0.47011144883485306,0.8819188191881918,1.8737236694942134
176,Hessen,1.872,6437000,64370000000,24.6,"Odenwaldkreis, LK",973.0,42.0,0.4298507462686567,0.7760252365930599,0.9858156028368794,0.7749077490774907,2.106897842238773
177,Brandenburg,1.721,12067000,120670000000,27.8,"Oder-Spree, LK",571.0,45.9,0.3951779563719862,0.8769716088328076,0.5785207700101317,0.8468634686346863,1.9071778911056396
178,Hessen,2.427,6438000,64380000000,21.6,"Offenbach, LK",2.157,32.4,0.5572904707233065,0.6813880126182965,0.0021854103343465045,0.5977859778597785,0.7240689300891151
179,Niedersachsen,1.713,3458000,34580000000,22.0,"Oldenburg, LK",358.0,42.0,0.3933409873708381,0.6940063091482649,0.36271529888551163,0.7749077490774907,1.438288369740429
180,Nordrhein-Westfalen,2.146,5966000,59660000000,21.3,"Olpe, LK",781.0,34.4,0.49276693455797926,0.6719242902208201,0.7912867274569402,0.6346863468634686,1.6051304299832496
181,Baden-Württemberg,2.03,8317000,83170000000,21.6,"Ortenaukreis, LK",389.0,37.4,0.46613088404133174,0.6813880126182965,0.3941236068895643,0.6900369003690037,1.2994176358355327
182,Niedersachsen,1.717,3459000,34590000000,21.4,"Osnabrück, LK",1.381,39.5,0.39425947187141214,0.6750788643533122,0.0013991894630192502,0.7287822878228782,1.0110008697677975
183,Baden-Württemberg,2.331,8136000,81360000000,21.4,"Ostalbkreis, LK",857.0,35.6,0.5352468427095293,0.6750788643533122,0.8682877406281662,0.6568265682656826,1.664946330537632
184,Bayern,2.07,9777000,97770000000,21.7,"Ostallgäu, LK",1.166,39.4,0.47531572904707226,0.6845425867507886,0.0011813576494427557,0.7269372693726937,0.9373454847258529
185,Niedersachsen,1.777,3356000,33560000000,24.0,"Osterholz, LK",2.481,39.0,0.4080367393800229,0.7570977917981072,0.002513677811550152,0.7195571955719556,1.0711319258015903
186,Schleswig-Holstein,1.878,1055000,10550000000,28.3,"Ostholstein, LK",1.134,44.3,0.4312284730195177,0.892744479495268,0.001148936170212766,0.8173431734317342,1.2800081160776975
187,Brandenburg,1.932,12068000,120680000000,27.2,"Ostprignitz-Ruppin, LK",427.0,49.0,0.44362801377726746,0.8580441640378548,0.4326241134751773,0.9040590405904059,1.7510993043261707
188,Nordrhein-Westfalen,1.932,5774000,57740000000,19.2,"Paderborn, LK",844.0,44.5,0.44362801377726746,0.6056782334384857,0.8551165146909828,0.8210332103321033,1.8381999446843043
189,Bayern,1.756,9275000,92750000000,23.200000000000003,"Passau, LK",882.0,42.6,0.40321469575200913,0.7318611987381703,0.8936170212765957,0.7859778597785978,2.008241384041355
190,Niedersachsen,1.693,3157000,31570000000,21.8,"Peine, LK",1.602,42.1,0.3887485648679678,0.6876971608832807,0.001623100303951368,0.7767527675276753,1.0773244638469395
191,Bayern,1.836,9186000,91860000000,18.8,"Pfaffenhofen an der Ilm, LK",512.0,32.2,0.4215843857634902,0.5930599369085173,0.5187436676798379,0.5940959409594097,1.2843151597842746
192,Schleswig-Holstein,1.979,1056000,10560000000,22.4,"Pinneberg, LK",1.974,36.0,0.4544202066590126,0.7066246056782334,0.002,0.6642066420664207,0.9184110410856414
193,Schleswig-Holstein,1.743,1057000,10570000000,26.9,"Plön, LK",1.61,41.0,0.4002296211251435,0.8485804416403784,0.0016312056737588653,0.7564575645756457,1.2064395907646395
194,Brandenburg,1.868,12069000,120690000000,23.6,"Potsdam-Mittelmark, LK",373.0,42.9,0.42893226176808263,0.7444794952681387,0.3779128672745694,0.7915129151291512,1.4849730159037768
195,Brandenburg,1.979,12070000,120700000000,29.3,"Prignitz, LK",267.0,49.6,0.4544202066590126,0.9242902208201892,0.270516717325228,0.9151291512915128,1.6555158827779175
196,Baden-Württemberg,2.051,8216000,82160000000,22.4,"Rastatt, LK",521.0,36.6,0.47095292766934554,0.7066246056782334,0.5278622087132725,0.6752767527675276,1.438810639489688
197,Baden-Württemberg,2.072,8436000,84360000000,20.5,"Ravensburg, LK",546.0,38.1,0.47577497129735935,0.6466876971608833,0.5531914893617021,0.7029520295202952,1.4270562447455215
198,Nordrhein-Westfalen,2.138,5562000,55620000000,23.5,"Recklinghausen, LK",3.724,45.3,0.49092996555683116,0.7413249211356466,0.003773049645390071,0.8357933579335792,1.089961363157785
199,Bayern,1.934,9276000,92760000000,23.4,"Regen, LK",1.064,46.7,0.4440872560275545,0.7381703470031544,0.001078014184397163,0.8616236162361623,1.1567847213961593
200,Bayern,1.718,9375000,93750000000,20.4,"Regensburg, LK",532.0,38.7,0.39448909299655566,0.643533123028391,0.5390070921985816,0.7140221402214022,1.502073262451819
201,Saarland,2.151,10041000,100410000000,23.7,Regionalverband Saarbrücken,4.021,47.4,0.4939150401836968,0.7476340694006308,0.004073961499493415,0.8745387453874538,1.1323317361038812
202,Niedersachsen,2.257,3241000,32410000000,21.5,Region Hannover,3.195,45.1,0.5182548794489092,0.6782334384858043,0.003237082066869301,0.8321033210332103,0.9953189621369745
203,Baden-Württemberg,2.016,8119000,81190000000,21.6,"Rems-Murr-Kreis, LK",373.0,30.3,0.46291618828932257,0.6813880126182965,0.3779128672745694,0.559040590405904,1.155425282009447
204,Schleswig-Holstein,1.752,1058000,10580000000,24.200000000000003,"Rendsburg-Eckernförde, LK",1.008,39.9,0.4022962112514351,0.7634069400630915,0.0010212765957446808,0.7361623616236161,1.0982943670310172
205,Baden-Württemberg,1.927,8415000,84150000000,21.2,"Reutlingen, LK",733.0,34.4,0.4424799081515499,0.668769716088328,0.7426545086119554,0.6346863468634686,1.603630663412202
206,Nordrhein-Westfalen,1.889,5362000,53620000000,21.9,"Rhein-Erft-Kreis, LK",2.073,37.9,0.4337543053960964,0.6908517350157728,0.002100303951367781,0.6992619926199262,0.9584597261909704
207,Hessen,2.01,6439000,64390000000,23.8,"Rheingau-Taunus-Kreis, LK",1.824,35.6,0.46153846153846145,0.750788643533123,0.0018480243161094225,0.6568265682656826,0.9479247745764536
208,Rheinland-Pfalz,1.644,7140000,71400000000,23.7,"Rhein-Hunsrück-Kreis, LK",583.0,39.0,0.37749712973593563,0.7476340694006308,0.5906788247213779,0.7195571955719556,1.6803729599580288
209,Nordrhein-Westfalen,1.925,5378000,53780000000,23.9,"Rheinisch-Bergischer Kreis, LK",1.349,32.1,0.4420206659012629,0.753943217665615,0.0013667679837892604,0.5922509225092251,0.9055402422573664
210,Nordrhein-Westfalen,1.764,5162000,51620000000,22.5,"Rhein-Kreis Neuss, LK",1.335,32.0,0.40505166475315724,0.7097791798107255,0.0013525835866261397,0.5904059040590406,0.8964860027032351
211,Rheinland-Pfalz,1.607,7141000,71410000000,24.0,"Rhein-Lahn-Kreis, LK",1.889,40.7,0.3690011481056257,0.7570977917981072,0.0019138804457953394,0.7509225092250923,1.1409330333633692
212,Baden-Württemberg,2.075,8226000,82260000000,22.3,"Rhein-Neckar-Kreis, LK",644.0,35.0,0.4764638346727899,0.7034700315457413,0.6524822695035462,0.6457564575645756,1.5252449239410732
213,Rheinland-Pfalz,1.556,7338000,73380000000,23.3,"Rhein-Pfalz-Kreis, LK",872.0,28.6,0.3572904707233065,0.7350157728706624,0.8834853090172239,0.5276752767527675,1.7888858879173473
214,Nordrhein-Westfalen,1.912,5382000,53820000000,22.3,"Rhein-Sieg-Kreis, LK",3.135,36.2,0.4390355912743972,0.7034700315457413,0.0031762917933130697,0.6678966789667897,0.9355074110314471
215,Bayern,1.636,9673000,96730000000,23.299999999999997,"Rhön-Grabfeld, LK",983.0,42.8,0.37566016073478753,0.7350157728706623,0.9959473150962512,0.7896678966789666,2.1449708239110925
216,Bayern,1.86,9187000,91870000000,22.0,"Rosenheim, LK",919.0,34.2,0.42709529276693453,0.6940063091482649,0.9311043566362716,0.6309963099630996,1.8290116829807015
217,Mecklenburg-Vorpommern,1.533,13072000,130720000000,25.5,"Rostock, LK",491.0,51.8,0.3520091848450057,0.8044164037854888,0.49746707193515705,0.9557195571955719,1.905593848071212
218,Niedersachsen,1.699,3357000,33570000000,22.0,"Rotenburg (Wümme), LK",1.231,43.5,0.3901262916188289,0.6940063091482649,0.0012472137791286729,0.8025830258302583,1.107710257138823
219,Bayern,1.824,9576000,95760000000,21.700000000000003,"Roth, LK",530.0,36.8,0.41882893226176804,0.6845425867507887,0.5369807497467072,0.6789667896678966,1.4816611939036244
220,Bayern,1.823,9277000,92770000000,21.9,"Rottal-Inn, LK",1.255,41.3,0.4185993111366245,0.6908517350157728,0.0012715298885511651,0.7619926199261992,1.0355165736938985
221,Baden-Württemberg,1.982,8325000,83250000000,21.6,"Rottweil, LK",138.0,34.9,0.4551090700344431,0.6813880126182965,0.1398176291793313,0.6439114391143911,1.0100080108775757
222,Thüringen,1.708,16074000,160740000000,27.4,"Saale-Holzland-Kreis, LK",936.0,50.2,0.3921928817451205,0.864353312302839,0.9483282674772037,0.9261992619926199,2.346687960027542
223,Sachsen-Anhalt,1.539,15088000,150880000000,26.799999999999997,"Saalekreis, LK",697.0,51.1,0.35338691159586677,0.8454258675078863,0.7061803444782169,0.9428044280442804,2.141023728434517
224,Thüringen,1.766,16075000,160750000000,28.200000000000003,"Saale-Orla-Kreis, LK",753.0,51.7,0.4055109070034443,0.889589905362776,0.7629179331306991,0.9538745387453874,2.2008714702354184
225,Thüringen,1.755,16073000,160730000000,30.2,"Saalfeld-Rudolstadt, LK",579.0,51.8,0.4029850746268656,0.9526813880126181,0.5866261398176292,0.9557195571955719,2.0920420103989534
226,Saarland,1.705,10044000,100440000000,25.099999999999998,"Saarlouis, LK",1.726,42.3,0.39150401836969,0.7917981072555204,0.0017487335359675784,0.7804428044280441,1.182485626849842
227,Saarland,1.812,10045000,100450000000,25.9,"Saarpfalz-Kreis, LK",2.735,41.7,0.4160734787600459,0.8170347003154573,0.0027710233029381963,0.7693726937269373,1.1731049385852867
228,Sachsen,1.589,14628000,146280000000,28.099999999999998,"Sächsische Schweiz-Osterzgebirge, LK",635.0,50.9,0.36486796785304243,0.8864353312302837,0.6433637284701115,0.9391143911439114,2.104045482991264
229,Sachsen-Anhalt,1.574,15089000,150890000000,29.0,"Salzlandkreis, LK",1.747,54.2,0.36142365097588974,0.9148264984227128,0.0017700101317122594,1.0,1.5551728575785353
230,Niedersachsen,1.648,3257000,32570000000,25.0,"Schaumburg, LK",2.271,43.4,0.3784156142365097,0.7886435331230284,0.0023009118541033433,0.8007380073800737,1.213266838120696
231,Schleswig-Holstein,1.808,1059000,10590000000,24.5,"Schleswig-Flensburg, LK",1.37,43.4,0.41515499425947183,0.7728706624605678,0.0013880445795339414,0.8007380073800737,1.1598417201607036
232,Thüringen,1.699,16066000,160660000000,27.700000000000003,"Schmalkalden-Meiningen, LK",332.0,50.4,0.3901262916188289,0.8738170347003155,0.3363728470111449,0.9298892988929889,1.7499528889856204
233,Baden-Württemberg,1.93,8127000,81270000000,20.0,"Schwäbisch Hall, LK",866.0,37.1,0.4431687715269804,0.6309148264984227,0.8774062816616008,0.6845018450184501,1.749654181651493
234,Hessen,1.918,6634000,66340000000,23.9,"Schwalm-Eder-Kreis, LK",2.671,41.9,0.44041331802525824,0.753943217665615,0.0027061803444782167,0.7730627306273062,1.089298810612141
235,Bayern,1.826,9376000,93760000000,21.3,"Schwandorf, LK",1.115,42.5,0.4192881745120551,0.6719242902208201,0.0011296859169199595,0.7841328413284132,1.037898642954098
236,Baden-Württemberg,1.985,8326000,83260000000,22.8,"Schwarzwald-Baar-Kreis, LK",415.0,37.1,0.4557979334098737,0.7192429022082019,0.4204660587639311,0.6845018450184501,1.3684128725807094
237,Bayern,1.774,9678000,96780000000,22.7,"Schweinfurt, LK",356.0,37.8,0.4073478760045924,0.7160883280757097,0.3606889564336373,0.6974169741697416,1.366846382674496
238,Schleswig-Holstein,1.952,1060000,10600000000,22.200000000000003,"Segeberg, LK",1.244,37.1,0.44822043628013775,0.7003154574132492,0.001260385005065856,0.6845018450184501,0.9378572511566273
239,Nordrhein-Westfalen,2.015,5970000,59700000000,22.3,"Siegen-Wittgenstein, LK",1.94,40.2,0.4626865671641791,0.7034700315457413,0.0019655521783181356,0.7416974169741698,0.9844464335340501
240,Baden-Württemberg,1.909,8437000,84370000000,21.3,"Sigmaringen, LK",296.0,39.3,0.43834672789896667,0.6719242902208201,0.2998986828774063,0.7250922509225092,1.258568496121769
241,Nordrhein-Westfalen,1.949,5974000,59740000000,22.1,"Soest, LK",1.233,40.9,0.4475315729047072,0.6971608832807571,0.0012492401215805473,0.7546125461254611,1.0054910966230917
242,Thüringen,1.702,16068000,160680000000,26.2,"Sömmerda, LK",1.257,51.3,0.39081515499425945,0.8264984227129336,0.0012735562310030393,0.9464944649446494,1.3834512888943267
243,Thüringen,1.692,16072000,160720000000,29.2,"Sonneberg, LK",811.0,50.8,0.3885189437428243,0.9211356466876971,0.8216818642350557,0.9372693726937268,2.2915679398736555
244,Brandenburg,1.832,12071000,120710000000,29.6,"Spree-Neiße, LK",1.15,47.3,0.42066590126291614,0.9337539432176656,0.0011651469098277608,0.8726937269372693,1.3869469158018466
245,Niedersachsen,1.729,3359000,33590000000,21.9,"Stade, LK",1.042,39.3,0.3970149253731343,0.6908517350157728,0.0010557244174265452,0.7250922509225092,1.0199847849825743
246,Nordrhein-Westfalen,2.132,5334000,53340000000,20.8,Städteregion Aachen,2.998,47.3,0.48955223880597015,0.6561514195583595,0.003037487335359676,0.8726937269372693,1.0423303950250185
247,Bayern,2.153,9188000,91880000000,23.4,"Starnberg, LK",376.0,15.4,0.4943742824339839,0.7381703470031544,0.38095238095238093,0.28413284132841327,0.9088812868499647
248,Schleswig-Holstein,1.943,1061000,10610000000,23.3,"Steinburg, LK",1.274,42.8,0.4461538461538461,0.7350157728706624,0.0012907801418439717,0.7896678966789666,1.079820603537627
249,Nordrhein-Westfalen,1.882,5566000,55660000000,20.6,"Steinfurt, LK",1.042,41.0,0.4321469575200918,0.6498422712933754,0.0010557244174265452,0.7564575645756457,0.9752086027663558
250,Sachsen-Anhalt,1.57,15090000,150900000000,27.3,"Stendal, LK",1.122,53.0,0.3605051664753157,0.861198738170347,0.0011367781155015198,0.977859778597786,1.4796901284083188
251,Schleswig-Holstein,1.98,1062000,10620000000,23.6,"Stormarn, LK",528.0,31.5,0.4546498277841561,0.7444794952681387,0.5349544072948328,0.5811808118081181,1.4059648865869336
252,Bayern,1.801,9278000,92780000000,20.3,"Straubing-Bogen, LK",736.0,39.6,0.41354764638346725,0.6403785488958991,0.745694022289767,0.7306273062730627,1.7031522310752611
253,Saarland,1.911,10046000,100460000000,26.1,"St. Wendel, LK",2.259,37.8,0.4388059701492537,0.8233438485804416,0.0022887537993920974,0.6974169741697416,1.0842436064003216
254,Rheinland-Pfalz,1.648,7337000,73370000000,24.1,"Südliche Weinstraße, LK",1.097,36.6,0.3784156142365097,0.7602523659305993,0.0011114488348530902,0.6752767527675276,1.0582249532964703
255,Rheinland-Pfalz,1.545,7340000,73400000000,26.400000000000002,"Südwestpfalz, LK",1.403,39.7,0.35476463834672783,0.832807570977918,0.0014214792299898683,0.7324723247232472,1.2119367365844271
256,Brandenburg,1.916,12072000,120720000000,23.0,"Teltow-Fläming, LK",480.0,46.5,0.43995407577497125,0.725552050473186,0.48632218844984804,0.8579335793357933,1.629853742483856
257,Bayern,3.221,9377000,93770000000,23.6,"Tirschenreuth, LK",1.474,43.9,0.7396096440872559,0.7444794952681387,0.0014934143870314082,0.8099630996309962,0.8163263651989103
258,Bayern,2.026,9189000,91890000000,23.2,"Traunstein, LK",595.0,36.7,0.46521239954075766,0.7318611987381702,0.6028368794326241,0.6771217712177122,1.5466074498477491
259,Rheinland-Pfalz,1.571,7235000,72350000000,21.7,"Trier-Saarburg, LK",2.789,41.1,0.3607347876004592,0.6845425867507886,0.0028257345491388046,0.7583025830258302,1.0849361167252982
260,Baden-Württemberg,1.988,8416000,84160000000,18.3,"Tübingen, LK",626.0,39.7,0.4564867967853042,0.5772870662460567,0.6342451874366768,0.7324723247232472,1.4875177816206766
261,Baden-Württemberg,2.044,8327000,83270000000,19.9,"Tuttlingen, LK",485.0,35.2,0.46934557979334096,0.6277602523659305,0.49138804457953394,0.6494464944649446,1.299249211617068
262,Brandenburg,1.991,12073000,120730000000,29.400000000000002,"Uckermark, LK",462.0,50.5,0.45717566016073474,0.9274447949526814,0.46808510638297873,0.9317343173431734,1.8700885585180989
263,Niedersachsen,1.964,3360000,33600000000,26.0,"Uelzen, LK",1.695,46.1,0.4509758897818599,0.8201892744479494,0.001717325227963526,0.8505535055350554,1.2214842154291083
264,Nordrhein-Westfalen,2.044,5978000,59780000000,23.5,"Unna, LK",2.6,43.8,0.46934557979334096,0.7413249211356466,0.0026342451874366768,0.8081180811808117,1.0827316677105538
265,Thüringen,1.899,16064000,160640000000,26.5,"Unstrut-Hainich-Kreis, LK",793.0,52.5,0.4360505166475315,0.83596214511041,0.8034447821681864,0.9686346863468634,2.171991096977928
266,Bayern,1.827,9778000,97780000000,21.5,"Unterallgäu, LK",601.0,36.5,0.4195177956371986,0.6782334384858043,0.6089159067882473,0.6734317343173432,1.541063283954196
267,Niedersachsen,1.738,3460000,34600000000,17.0,"Vechta, LK",469.0,37.9,0.3990815154994259,0.5362776025236593,0.475177304964539,0.6992619926199262,1.3116353846086988
268,Niedersachsen,1.907,3361000,33610000000,22.9,"Verden, LK",519.0,38.5,0.43788748564867963,0.7223974763406938,0.5258358662613982,0.7103321033210331,1.5206779602744456
269,Nordrhein-Westfalen,1.859,5166000,51660000000,23.0,"Viersen, LK",1.276,37.0,0.426865671641791,0.725552050473186,0.0012928064842958461,0.6826568265682657,0.9826360118839564
270,Hessen,2.013,6535000,65350000000,25.299999999999997,"Vogelsbergkreis, LK",1.812,43.1,0.462227324913892,0.7981072555205045,0.0018358662613981763,0.7952029520295203,1.1329187488975312
271,Sachsen,1.658,14523000,145230000000,31.0,"Vogtlandkreis, LK",780.0,52.7,0.38071182548794485,0.9779179810725551,0.790273556231003,0.9723247232472325,2.3598044350628458
272,Mecklenburg-Vorpommern,1.759,13075000,130750000000,26.799999999999997,"Vorpommern-Greifswald, LK",1.469,53.5,0.40390355912743964,0.8454258675078863,0.0014883485309017226,0.9870848708487084,1.4300955277600567
273,Mecklenburg-Vorpommern,1.693,13073000,130730000000,27.6,"Vorpommern-Rügen, LK",950.0,53.6,0.3887485648679678,0.8706624605678233,0.9625126646403243,0.9889298892988929,2.4333564496390725
274,Rheinland-Pfalz,1.766,7233000,72330000000,25.3,"Vulkaneifel, LK",2.581,41.9,0.4055109070034443,0.7981072555205047,0.00261499493414387,0.7730627306273062,1.1682740740785102
275,Hessen,2.034,6635000,66350000000,23.9,"Waldeck-Frankenberg, LK",2.89,43.3,0.46704936854190576,0.753943217665615,0.00292806484295846,0.7988929889298892,1.088714902896557
276,Baden-Württemberg,1.888,8337000,83370000000,22.1,"Waldshut, LK",684.0,36.4,0.43352468427095286,0.6971608832807571,0.6930091185410334,0.6715867158671586,1.6282320334179963
277,Nordrhein-Westfalen,1.875,5570000,55700000000,21.9,"Warendorf, LK",665.0,38.8,0.4305396096440872,0.6908517350157728,0.6737588652482269,0.7158671586715867,1.6499381492914993
278,Thüringen,1.773,16063000,160630000000,26.900000000000002,"Wartburgkreis, LK",381.0,49.1,0.40711825487944886,0.8485804416403785,0.3860182370820669,0.9059040590405903,1.733384482883587
279,Bayern,2.075,9190000,91900000000,22.3,"Weilheim-Schongau, LK",815.0,37.0,0.4764638346727899,0.7034700315457413,0.8257345491388045,0.6826568265682657,1.7353975725800215
280,Thüringen,1.747,16071000,160710000000,25.5,"Weimarer Land, LK",677.0,52.1,0.40114810562571757,0.8044164037854888,0.6859169199594731,0.9612546125461254,2.0504398306653697
281,Bayern,1.786,9577000,95770000000,22.6,"Weißenburg-Gunzenhausen, LK",1.275,40.9,0.41010332950631456,0.7129337539432177,0.0012917933130699088,0.7546125461254611,1.058734763875434
282,Hessen,2.02,6636000,66360000000,26.1,"Werra-Meißner-Kreis, LK",2.568,45.2,0.46383467278989665,0.8233438485804416,0.002601823708206687,0.8339483394833949,1.1960593389821463
283,Nordrhein-Westfalen,1.968,5170000,51700000000,24.299999999999997,"Wesel, LK",2.669,40.5,0.45189437428243395,0.7665615141955835,0.0027041540020263425,0.7472324723247232,1.064603766239899
284,Niedersachsen,1.768,3461000,34610000000,24.200000000000003,"Wesermarsch, LK",2.4,44.0,0.4059701492537313,0.7634069400630915,0.00243161094224924,0.8118081180811808,1.1716765198327903
285,Rheinland-Pfalz,1.687,7143000,71430000000,21.9,"Westerwaldkreis, LK",375.0,37.2,0.38737083811710676,0.6908517350157728,0.3799392097264438,0.6863468634686347,1.3697669700937445
286,Hessen,2.016,6440000,64400000000,21.7,"Wetteraukreis, LK",1.353,36.2,0.46291618828932257,0.6845425867507886,0.0013708206686930092,0.6678966789667897,0.8908938980969489
